id,category_id,vendor_id,name,short_description,long_description,term_and_condition,payment_type_id,voucher_type_id,member_type_id,redeem_type_id,price,discount_rate,thumbnail,images,valid_from,valid_until,country,region,lat,lng,quantity_available,quantity_left,limit_per_user,loyalty_point_required,is_active,created_at,updated_at
257,10,19,"FLASH DEAL!  Get Indomaret Voucher (I-Kupon) worth 10.000 IDR","Buy for all your needs at Indomaret and get a Voucher (I-Kupon) worth 10.000 IDR
by Redeem your Vexpoint on VexGift. 
Get your voucher now!

Belanja semua kebutuhan Anda di Indomaret dan dapatkan voucher (I-kupon) senilai Rp 10.000 
dengan menukarkan Vexpoint Anda di VexGift. 
dapatkan voucher Anda sekarang!","Buy for all your needs at Indomaret and get a Voucher (I-Kupon) worth 10.000 IDR
by Redeem your Vexpoint on VexGift. 
Get your voucher now!

Belanja semua kebutuhan Anda di Indomaret dan dapatkan voucher (I-kupon) senilai Rp 10.000 
dengan menukarkan Vexpoint Anda di VexGift. 
dapatkan voucher Anda sekarang!","1. Vouchers can be used without a minimum purchase.
2. Vouchers cannot be combined with other vouchers.
3. Vouchers cannot be converted to Rupiah or other.
4. Vouchers cannot be used for other promos.
5. Vouchers can only be used once.
6. Vouchers are valid for all Indomaret stores including Indomaret points.
7. Vouchers apply to all products including top-up phone balance.
8. Users can get this voucher more than once.
9. VexGift can change terms and conditions without further notice.
10. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com or you can call this number 081294000367 (Call Center).

1. Voucher dapat digunakan tanpa pembelian minimum.
2. Voucher tidak dapat digabungkan dengan voucher lainnya.
3. Voucher tidak dapat dikonversi ke Rupiah atau lainnya.
4. Voucher tidak dapat digunakan untuk promo lainnya.
5. Voucher hanya dapat digunakan satu kali.
6. Voucher berlaku untuk semua store Indomaret termasuk Indomaret point.
7. Voucher berlaku untuk semua produk termasuk isi ulang pulsa.
8. User bisa mendapatkan voucher ini lebih dari satu kali. .
9. VexGift dapat mengubah syarat dan ketentuan tanpa pemberitahuan lebih lanjut.
10. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com atau bisa menghubungi nomor ini 081294000367 (Call Center).",2,3,1,2,400,NULL,http://cdn.vexgift.com/vouchers/banner/indomaret_10kidr_flash.webp,NULL,1552464000,1552582799,All,NULL,NULL,NULL,0,75,2,0,1,"2019-03-13 00:00:00","2019-03-13 16:12:15"
258,10,19,"FLASH DEAL!  Get Indomaret Voucher (I-Kupon) worth 10.000 IDR","Buy for all your needs at Indomaret and get a Voucher (I-Kupon) worth 10.000 IDR
by Redeem your Vexpoint on VexGift. 
Get your voucher now!

Belanja semua kebutuhan Anda di Indomaret dan dapatkan voucher (I-kupon) senilai Rp 10.000 
dengan menukarkan Vexpoint Anda di VexGift. 
dapatkan voucher Anda sekarang!","Buy for all your needs at Indomaret and get a Voucher (I-Kupon) worth 10.000 IDR
by Redeem your Vexpoint on VexGift. 
Get your voucher now!

Belanja semua kebutuhan Anda di Indomaret dan dapatkan voucher (I-kupon) senilai Rp 10.000 
dengan menukarkan Vexpoint Anda di VexGift. 
dapatkan voucher Anda sekarang!","1. Vouchers can be used without a minimum purchase.
2. Vouchers cannot be combined with other vouchers.
3. Vouchers cannot be converted to Rupiah or other.
4. Vouchers cannot be used for other promos.
5. Vouchers can only be used once.
6. Vouchers are valid for all Indomaret stores including Indomaret points.
7. Vouchers apply to all products including top-up phone balance.
8. Users can get this voucher more than once.
9. VexGift can change terms and conditions without further notice.
10. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com or you can call this number 081294000367 (Call Center).

1. Voucher dapat digunakan tanpa pembelian minimum.
2. Voucher tidak dapat digabungkan dengan voucher lainnya.
3. Voucher tidak dapat dikonversi ke Rupiah atau lainnya.
4. Voucher tidak dapat digunakan untuk promo lainnya.
5. Voucher hanya dapat digunakan satu kali.
6. Voucher berlaku untuk semua store Indomaret termasuk Indomaret point.
7. Voucher berlaku untuk semua produk termasuk isi ulang pulsa.
8. User bisa mendapatkan voucher ini lebih dari satu kali. .
9. VexGift dapat mengubah syarat dan ketentuan tanpa pemberitahuan lebih lanjut.
10. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com atau bisa menghubungi nomor ini 081294000367 (Call Center).",2,3,1,2,450,NULL,http://cdn.vexgift.com/vouchers/banner/indomaret_10kidr_flash.webp,NULL,1552464000,1552582799,All,NULL,NULL,NULL,314,400,5,0,1,"2019-03-13 00:00:00","2019-03-14 23:30:18"
259,8,18,"Get Gramedia Online Voucher Worth 50.000 IDR","It's easier to buy books only at Gramedia.com 
and get special discount voucher worth IDR 50.000 by redeem your VexPoint. 
Get your Voucher now!

Belanja buku lebih mudah hanya di Gramedia.com dan dapatkan voucher potongan harga senilai Rp 50.000 dengan menukarkan Vexpoint mu! Dapatkan vouchermu sekarang!","It's easier to buy books only at Gramedia.com 
and get special discount voucher worth IDR 50.000 by redeem your VexPoint. 
Get your Voucher now!

Belanja buku lebih mudah hanya di Gramedia.com dan dapatkan voucher potongan harga senilai Rp 50.000 dengan menukarkan Vexpoint mu! Dapatkan vouchermu sekarang!","1. Vouchers can be used without minimum purchases.
2 Vouchers cannot be combined with other vouchers.
3 Vouchers cannot be converted to Rupiah or other.
4 Vouchers cannot be used for other promos.
5 Vouchers can only be used once.
6 Vouchers can only be used at Gramedia.com
7 VexGift can change terms and conditions without further notice.

1 Voucher dapat digunakan tanpa pembelian minimum.
2 Voucher tidak dapat digabungkan dengan voucher lainnya.
3 Voucher tidak dapat dikonversi ke Rupiah atau lainnya.
4 Voucher tidak dapat digunakan untuk promo lainnya.
5 Voucher hanya dapat digunakan satu kali.
6 Voucher hanya dapat digunakan di Gramedia.com
7 VexGift dapat mengubah syarat dan ketentuan tanpa pemberitahuan lebih lanjut.",2,3,1,2,5000,NULL,http://cdn.vexgift.com/vouchers/banner/gramedia_online_50k.webp,NULL,1552046400,1552669199,All,NULL,NULL,NULL,3,4,1,0,1,"2019-03-14 00:00:00","2019-03-14 21:26:41"
260,10,19,"FLASH DEAL!  Get Indomaret Voucher (I-Kupon) worth 10.000 IDR","Buy for all your needs at Indomaret and get a Voucher (I-Kupon) worth 10.000 IDR
by Redeem your Vexpoint on VexGift. 
Get your voucher now!

Belanja semua kebutuhan Anda di Indomaret dan dapatkan voucher (I-kupon) senilai Rp 10.000 
dengan menukarkan Vexpoint Anda di VexGift. 
dapatkan voucher Anda sekarang!","Buy for all your needs at Indomaret and get a Voucher (I-Kupon) worth 10.000 IDR
by Redeem your Vexpoint on VexGift. 
Get your voucher now!

Belanja semua kebutuhan Anda di Indomaret dan dapatkan voucher (I-kupon) senilai Rp 10.000 
dengan menukarkan Vexpoint Anda di VexGift. 
dapatkan voucher Anda sekarang!","1. Vouchers can be used without a minimum purchase.
2. Vouchers cannot be combined with other vouchers.
3. Vouchers cannot be converted to Rupiah or other.
4. Vouchers cannot be used for other promos.
5. Vouchers can only be used once.
6. Vouchers are valid for all Indomaret stores including Indomaret points.
7. Vouchers apply to all products including top-up phone balance.
8. Users can get this voucher more than once.
9. VexGift can change terms and conditions without further notice.
10. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com or you can call this number 081294000367 (Call Center).

1. Voucher dapat digunakan tanpa pembelian minimum.
2. Voucher tidak dapat digabungkan dengan voucher lainnya.
3. Voucher tidak dapat dikonversi ke Rupiah atau lainnya.
4. Voucher tidak dapat digunakan untuk promo lainnya.
5. Voucher hanya dapat digunakan satu kali.
6. Voucher berlaku untuk semua store Indomaret termasuk Indomaret point.
7. Voucher berlaku untuk semua produk termasuk isi ulang pulsa.
8. User bisa mendapatkan voucher ini lebih dari satu kali. .
9. VexGift dapat mengubah syarat dan ketentuan tanpa pemberitahuan lebih lanjut.
10. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com atau bisa menghubungi nomor ini 081294000367 (Call Center).",2,3,1,2,100,NULL,http://cdn.vexgift.com/vouchers/banner/indomaret_10kidr_flash.webp,NULL,1552716000,1552719600,All,NULL,NULL,NULL,1,300,5,0,1,"2019-03-16 00:00:00","2019-03-16 13:28:24"
261,8,18,"FLASH DEAL!  Get Gramedia Online Voucher Worth 50.000 IDR","It's easier to buy books only at Gramedia.com 
and get special discount voucher worth IDR 50.000 by redeem your VexPoint. 
Get your Voucher now!

Belanja buku lebih mudah hanya di Gramedia.com dan dapatkan voucher potongan harga senilai Rp 50.000 dengan menukarkan Vexpoint mu! Dapatkan vouchermu sekarang!","It's easier to buy books only at Gramedia.com 
and get special discount voucher worth IDR 50.000 by redeem your VexPoint. 
Get your Voucher now!

Belanja buku lebih mudah hanya di Gramedia.com dan dapatkan voucher potongan harga senilai Rp 50.000 dengan menukarkan Vexpoint mu! Dapatkan vouchermu sekarang!","1. Vouchers are valid for only 1 day until 11:59 p.m.
2. Vouchers can be used without a minimum purchase.
3. Vouchers cannot be combined with other vouchers.
4. Vouchers cannot be accessed in Rupiah or other.
5. Vouchers cannot be used for other promos.
6.Vouchers can only be used once.
7. Vouchers can only be used at Gramedia.com
8. VexGift may change the terms and conditions without further notice.

1.Masa berlaku voucher hanya 1 hari sampai pukul 23.59 WIB. 
2.Voucher dapat digunakan tanpa pembelian minimum.
3.Voucher tidak dapat digabungkan dengan voucher lainnya.
4.Voucher tidak dapat diakses ke Rupiah atau lainnya.
5.Voucher tidak dapat digunakan untuk promo lainnya.
6.Voucher hanya dapat digunakan satu kali.
7.Voucher hanya dapat digunakan di Gramedia.com
8.VexGift dapat mengubah persyaratan dan ketentuan tanpa pemberitahuan lebih lanjut.",2,3,1,2,1000,NULL,http://cdn.vexgift.com/vouchers/banner/gramedia_online_50k.webp,NULL,1552809600,1552813200,All,NULL,NULL,NULL,0,3,1,0,1,"2019-03-17 00:00:00","2019-03-17 15:03:23"
262,7,12,"GET KODOMO Toothbrush 2 in 1 kids","Make the activity of brushing teeth in children more enjoyable so that children are more excited and happy in maintaining and caring for dental hygiene.
Redeem your Vexpoints and GET KODOMO Toothbrush 2 in 1 kid!

Jadikan aktivitas menyikat gigi pada anak lebih menyenangkan sehingga anak lebih bersemangat dan senang dalam menjaga dan merawat kebersihan gigi.
Tukarkan Vexpoints Anda dan DAPATKAN sikat gigi 2 in 1 bocah KODOMO!","Make the activity of brushing teeth in children more enjoyable so that children are more excited and happy in maintaining and caring for dental hygiene.
Redeem your Vexpoints and GET KODOMO Toothbrush 2 in 1 kid!

Jadikan aktivitas menyikat gigi pada anak lebih menyenangkan sehingga anak lebih bersemangat dan senang dalam menjaga dan merawat kebersihan gigi.
Tukarkan Vexpoints Anda dan DAPATKAN sikat gigi 2 in 1 bocah KODOMO!","1. Items cannot be converted to Rupiah or other.
2. For shipping costs will be borne by Vexgift.
3. Vexgift is not responsible for damage that occurs during the shipping process.
4. The prize delivery process will be arranged by Vexgift.
5. We are not responsible for the wrong address given.
6. For the type, color and all product authority specified by the VexGift.
7. VexGift can change the term and condition without further notice.
8. Items will be processed 1 (one) week after you press """"Redeem Voucher"""".
9. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com .

1. Item tidak dapat dikonversi ke Rupiah atau lainnya.
2. Untuk biaya pengiriman akan ditanggung oleh Vexgift.
3. Vexgift tidak bertanggung jawab atas kerusakan yang terjadi selama proses pengiriman.
4. Proses pengiriman hadiah akan diatur oleh Vexgift.
5. Kami tidak bertanggung jawab atas alamat yang salah yang diberikan.
6. Untuk tipe, warna dan semua otoritas produk ditentukan oleh VexGift.
7. VexGift dapat mengubah istilah dan kondisi tanpa pemberitahuan lebih lanjut.
8. Barang akan diproses 1 (satu) minggu setelah Anda menekan ""Redeem Voucher""
9. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com .",2,6,2,2,1300,NULL,http://cdn.vexgift.com/vouchers/banner/kodomo_2in1_toys.webp,NULL,1552914600,1553273999,All,NULL,NULL,NULL,0,2,1,0,1,"2019-03-18 00:00:00","2019-03-18 20:11:48"
263,2,1,"Get KFC Voucher For Super Besar 1","Curious about the crispiness of chicken fillet, rice, and a glass of Pepsi?  
By using VexGift you can get voucher that you can redeem with 1 Super Besar package
that you can use on every KFC restaurant in Indonesia. Get your voucher now!

Ingin tahu tentang kerenyahan ayam fillet, nasi, dan segelas Pepsi? Dengan menggunakan VexGift Anda bisa mendapatkan voucher yang dapat Anda tukarkan dengan 1 Paket Super Besar yang dapat Anda gunakan di setiap restoran KFC di Indonesia. Dapatkan voucher Anda sekarang!","Curious about the crispiness of chicken fillet, rice, and a glass of Pepsi?  
By using VexGift you can get voucher that you can redeem with 1 Super Besar package
that you can use on every KFC restaurant in Indonesia. Get your voucher now!

Ingin tahu tentang kerenyahan ayam fillet, nasi, dan segelas Pepsi? Dengan menggunakan VexGift Anda bisa mendapatkan voucher yang dapat Anda tukarkan dengan 1 Paket Super Besar yang dapat Anda gunakan di setiap restoran KFC di Indonesia. Dapatkan voucher Anda sekarang!","1. Voucher is only valid 10 days from the voucher release date.
2. Voucher can be used without minimum purchase.
3. Vouchers applies for dine-in and take away.
4. Voucher cannot be combined with others voucher.
5. Voucher cannot be converted to Rupiah or any other else.
6. Do not press "Redeem Voucher", this process will be done by outlet staff.
7. KFC Indonesia reserves the right to cancel any order both new and ongoing transaction if there is any violation of this promotion.
8. Any term and condition can change without any further notice from KFC Indonesia.
9. User can take this voucher maximum 3 times.
10. Vouchers are valid at all national stores and KFC Box, 
except ALL KFC in airports, store KFC Gunung Sahari Jakarta affiliates and Seibu Blok M Pasar Raya KFC.
11.If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com or you can call this number 081294000367 (Call Center).

1. Voucher hanya berlaku 10 hari dari tanggal rilis voucher.
2. Voucher dapat digunakan tanpa pembelian minimum.
3. Voucher berlaku untuk makan di dalam dan take away.
4. Voucher tidak dapat digabungkan dengan voucher lainnya.
5. Voucher tidak dapat dikonversi ke Rupiah atau lainnya.
6. Jangan tekan " Redeem Voucher ", proses ini akan dilakukan oleh staf outlet.
7. KFC Indonesia berhak membatalkan pesanan apa pun baik transaksi baru maupun yang sedang berlangsung jika ada pelanggaran terhadap promosi ini.
8. Setiap syarat dan ketentuan dapat berubah tanpa pemberitahuan lebih lanjut dari KFC Indonesia.
9. User dapat mengambil voucher maksimal 3 kali.
10. Voucher berlaku di seluruh store nasional dan KFC Box,terkecuali ALL KFC in bandara, store affiliasi KFC Gunung Sahari Jakarta, dan KFC Pasar Raya Seibu Blok M.
11. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com atau bisa menghubungi nomor ini 081294000367 (Call Center).",2,3,2,2,1441,NULL,http://cdn.vexgift.com/vouchers/banner/kfc_super_besar1.webp,NULL,1553058000,1553705999,All,NULL,NULL,NULL,84,100,3,0,1,"2019-03-20 00:00:00","2019-03-27 15:40:35"
264,2,1,"Get KFC Voucher For Super Besar 1","Curious about the crispiness of chicken fillet, rice, and a glass of Pepsi?  
By using VexGift you can get voucher that you can redeem with 1 Super Besar package
that you can use on every KFC restaurant in Indonesia. Get your voucher now!

Ingin tahu tentang kerenyahan ayam fillet, nasi, dan segelas Pepsi? Dengan menggunakan VexGift Anda bisa mendapatkan voucher yang dapat Anda tukarkan dengan 1 Paket Super Besar yang dapat Anda gunakan di setiap restoran KFC di Indonesia. Dapatkan voucher Anda sekarang!","Curious about the crispiness of chicken fillet, rice, and a glass of Pepsi?  
By using VexGift you can get voucher that you can redeem with 1 Super Besar package
that you can use on every KFC restaurant in Indonesia. Get your voucher now!

Ingin tahu tentang kerenyahan ayam fillet, nasi, dan segelas Pepsi? Dengan menggunakan VexGift Anda bisa mendapatkan voucher yang dapat Anda tukarkan dengan 1 Paket Super Besar yang dapat Anda gunakan di setiap restoran KFC di Indonesia. Dapatkan voucher Anda sekarang!","1. Voucher is only valid 10 days from the voucher release date.
2. Voucher can be used without minimum purchase.
3. Vouchers applies for dine-in and take away.
4. Voucher cannot be combined with others voucher.
5. Voucher cannot be converted to Rupiah or any other else.
6. Do not press "Redeem Voucher", this process will be done by outlet staff.
